lib_mrq;lib_mod_doss;lib_mod;dscom;cnit;tvv;typ_cbr;hybride;puiss_admin_98;puiss_max;typ_boite_nb_rapp;conso_urb;conso_exurb;conso_mixte;co2;co_typ_1;hc;nox;hcnox;ptcl;masse_ordma_min;masse_ordma_max;champ_v9;date_maj;Carrosserie;gamme
MERCEDES-BENZ;CLASSE E;E 250;E 250CDI 4MATIC BERLINE BVA7 FAP;M10MCDVP781T153;212J0S3M1NZBAB401;GO;non;12;150;A 7;7,1;5;5,8;152;0,054;;0,146;0,156;0;1840;1840;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 BERLINE BVA7;M10MCDVP781T189;212J0S7M0NZAAA442;ES;non;12;150;A 7;9,2;5,7;7;162;0,255;0,048;0,019;;0,003;1650;1650;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVM6;M10MCDVP781T214;212J0S8M0JZAAA521;ES;non;11;135;M 6;9,9;5,7;7,2;168;0,254;0,03;0,025;;0,002;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVA7;M10MCDVP781T250;212J0S8M0NZAAB400;ES;non;10;135;A 7;8,8;5,2;6,5;152;0,255;0,048;0,019;;0,003;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 300;E 300 CDI STATION WAGON BVA7 FAP;M10MCDVP781T541;212KJ22GM0NZAAA501;GO;non;14;170;A 7;7,6;5,5;6,3;166;0,253;;0,154;0,19;0,001;1935;1935;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 350;E 350 STATION WAGON BVA7;M10MCDVP781T602;212KJ2S6M0NZAAA552;ES;non;20;225;A 7;9,7;5,8;7,2;169;0,082;0,059;0,005;;0,001;1845;1845;715/2007*692/2008EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE R;R 350;R 350 4MATIC LONG BVA7;M10MCDVP781T674;251O759M1NZAAB710;ES;non;21;225;A 7;13,3;8,2;10,1;235;0,295;0,057;0,009;;0,003;2270;2270;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 CDI BERLINE BVA7 FAP;M10MCDVP781U021;212J0S1M0NZAAB420;GO;non;7;100;A 7;6,3;4,4;5,1;134;0,06;;0,17;0,177;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI BERLINE BVM6 FAP;M10MCDVP781U057;212J0S2M0KZAAB421;GO;non;9;125;M 6;6,3;4,3;5,1;133;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI BERLINE BVA7 FAP;M10MCDVP781U093;212J0S2M0NZAAB421;GO;non;9;125;A 7;6,3;4,3;5;132;0,054;;0,146;0,156;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250CDI BERLINE BVM6 FAP;M10MCDVP781U118;212J0S3M0IZAAB402;GO;non;11;150;M 6;6,6;4,6;5,3;139;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250CDI 4MATIC BERLINE BVA7 FAP;M10MCDVP781U154;212J0S3M1NZBAB441;GO;non;12;150;A 7;7,1;5;5,8;152;0,054;;0,146;0,156;0;1840;1840;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 BERLINE BVA7;M10MCDVP781U190;212J0S7M0NZAAA500;ES;non;12;150;A 7;8,9;5,3;6,6;154;0,255;0,048;0,019;;0,003;1650;1650;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVM6;M10MCDVP781U215;212J0S8M0JZAAA522;ES;non;11;135;M 6;10;5,9;7,4;172;0,254;0,03;0,025;;0,002;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVA7;M10MCDVP781U251;212J0S8M0NZAAB401;ES;non;10;135;A 7;8,9;5,3;6,6;155;0,255;0,048;0,019;;0,003;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 300;E 300 CDI STATION WAGON BVA7 FAP;M10MCDVP781U542;212KJ22GM0NZAAA502;GO;non;14;170;A 7;7,6;5,7;6,4;169;0,253;;0,154;0,19;0,001;1935;1935;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 350;E 350 STATION WAGON BVA7;M10MCDVP781U603;212KJ2S6M0NZAAB521;ES;non;20;225;A 7;9,7;5,8;7,2;168;0,082;0,059;0,005;;0,001;1845;1845;715/2007*692/2008EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE R;R 350;R 350 4MATIC LONG BVA7;M10MCDVP781U675;251O759M1NZAAB720;ES;non;21;225;A 7;13,3;8,2;10,1;235;0,295;0,057;0,009;;0,003;2270;2270;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 CDI BERLINE BVA7 FAP;M10MCDVP781V022;212J0S1M0NZAAB421;GO;non;7;100;A 7;6,4;4,5;5,2;136;0,06;;0,17;0,177;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI BERLINE BVM6 FAP;M10MCDVP781V058;212J0S2M0KZAAB422;GO;non;9;125;M 6;6,6;4,6;5,3;139;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI BERLINE BVA7 FAP;M10MCDVP781V094;212J0S2M0NZAAB422;GO;non;9;125;A 7;6,6;4,5;5,3;138;0,054;;0,146;0,156;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250CDI BERLINE BVM6 FAP;M10MCDVP781V119;212J0S3M0IZAAB410;GO;non;11;150;M 6;6,2;4,2;5;130;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250CDI 4MATIC BERLINE BVA7 FAP;M10MCDVP781V155;212J0S3M1NZBAB500;GO;non;12;150;A 7;7;4,8;5,6;147;0,054;;0,146;0,156;0;1840;1840;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 BERLINE BVA7;M10MCDVP781V191;212J0S7M0NZAAA501;ES;non;12;150;A 7;9;5,4;6,7;157;0,255;0,048;0,019;;0,003;1650;1650;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVM6;M10MCDVP781V216;212J0S8M0JZAAA542;ES;non;11;135;M 6;10;5,9;7,4;172;0,254;0,03;0,025;;0,002;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVA7;M10MCDVP781V252;212J0S8M0NZAAB402;ES;non;11;135;A 7;9,1;5,6;6,9;160;0,255;0,048;0,019;;0,003;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 500;E 500 STATION WAGON BVA7;M10MCDVP781V482;212KJ27VM0NZAAA500;ES;non;30;300;A 7;12,9;7,1;9,3;216;0,6;0,065;0,028;;0,001;2030;2030;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 300;E 300 CDI STATION WAGON BVA7 FAP;M10MCDVP781V543;212KJ22GM0NZAAA542;GO;non;14;170;A 7;7,6;5,7;6,4;169;0,253;;0,154;0,19;0,001;1935;1935;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 350;E 350 STATION WAGON BVA7;M10MCDVP781V604;212KJ2S6M0NZAAB522;ES;non;20;225;A 7;9,7;5,8;7,2;169;0,082;0,059;0,005;;0,001;1845;1845;715/2007*692/2008EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 CDI BERLINE BVA7 FAP;M10MCDVP781W023;212J0S1M0NZAAB422;GO;non;7;100;A 7;6,5;4,7;5,4;141;0,06;;0,17;0,177;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI BERLINE BVM6 FAP;M10MCDVP781W059;212J0S2M0KZAAB442;GO;non;9;125;M 6;6,6;4,6;5,3;139;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI BERLINE BVA7 FAP;M10MCDVP781W095;212J0S2M0NZAAB442;GO;non;9;125;A 7;6,6;4,5;5,3;138;0,054;;0,146;0,156;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250CDI BERLINE BVM6 FAP;M10MCDVP781W120;212J0S3M0IZAAB442;GO;non;11;150;M 6;6,6;4,6;5,3;139;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250CDI 4MATIC BERLINE BVA7 FAP;M10MCDVP781W156;212J0S3M1NZBAB501;GO;non;12;150;A 7;7,1;5;5,8;152;0,054;;0,146;0,156;0;1840;1840;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 BERLINE BVA7;M10MCDVP781W192;212J0S7M0NZAAA502;ES;non;12;150;A 7;9,2;5,7;7;162;0,255;0,048;0,019;;0,003;1650;1650;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVM6;M10MCDVP781W217;212J0S8M0JZAAA552;ES;non;11;135;M 6;10;5,9;7,4;172;0,254;0,03;0,025;;0,002;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVA7;M10MCDVP781W253;212J0S8M0NZAAB420;ES;non;10;135;A 7;8,8;5,2;6,5;152;0,255;0,048;0,019;;0,003;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 500;E 500 STATION WAGON BVA7;M10MCDVP781W483;212KJ27VM0NZAAA540;ES;non;30;300;A 7;12,9;7,1;9,3;216;0,6;0,065;0,028;;0,001;2030;2030;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 350;E 350 STATION WAGON BVA7;M10MCDVP781W605;212KJ2S6M0NZAAB552;ES;non;20;225;A 7;9,7;5,8;7,2;169;0,082;0,059;0,005;;0,001;1845;1845;715/2007*692/2008EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 CDI BERLINE BVA7 FAP;M10MCDVP781X024;212J0S1M0NZAAB442;GO;non;7;100;A 7;6,5;4,7;5,4;141;0,06;;0,17;0,177;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI BERLINE BVM6 FAP;M10MCDVP781X060;212J0S2M0KZAAB452;GO;non;9;125;M 6;6,6;4,6;5,3;139;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI BERLINE BVA7 FAP;M10MCDVP781X096;212J0S2M0NZAAB452;GO;non;9;125;A 7;6,6;4,5;5,3;138;0,054;;0,146;0,156;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250CDI BERLINE BVM6 FAP;M10MCDVP781X121;212J0S3M0IZAAB500;GO;non;11;150;M 6;6,2;4,2;5;130;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250CDI 4MATIC BERLINE BVA7 FAP;M10MCDVP781X157;212J0S3M1NZBAB541;GO;non;12;150;A 7;7,1;5;5,8;152;0,054;;0,146;0,156;0;1840;1840;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250 BERLINE BVA7;M10MCDVP781X193;212J0S7M0NZAAA542;ES;non;12;150;A 7;9,2;5,7;7;162;0,255;0,048;0,019;;0,003;1650;1650;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVM6;M10MCDVP781X218;212J0S8M0JZAAB400;ES;non;11;135;M 6;9,8;5,6;7,1;165;0,254;0,03;0,025;;0,002;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVA7;M10MCDVP781X254;212J0S8M0NZAAB421;ES;non;10;135;A 7;8,9;5,3;6,6;155;0,255;0,048;0,019;;0,003;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 500;E 500 STATION WAGON BVA7;M10MCDVP781X484;212KJ27VM0NZAAB500;ES;non;30;300;A 7;12,9;7,1;9,3;216;0,6;0,065;0,028;;0,001;2030;2030;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 300;E 300 CDI STATION WAGON BVA7 FAP;M10MCDVP781X545;212KJ22GM0NZAAB501;GO;non;14;170;A 7;7,6;5,5;6,3;166;0,253;;0,154;0,19;0,001;1935;1935;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 350;E 350 STATION WAGON BVA7;M10MCDVP781X606;212KJ2S6M0NZAEA521;ES;non;20;225;A 7;9,7;5,8;7,2;168;0,082;0,059;0,005;;0,001;1845;1845;715/2007*692/2008EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 CDI BERLINE BVA7 FAP;M10MCDVP781Y025;212J0S1M0NZAAB452;GO;non;7;100;A 7;6,5;4,7;5,4;141;0,06;;0,17;0,177;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI BERLINE BVM6 FAP;M10MCDVP781Y061;212J0S2M0KZAAB500;GO;non;9;125;M 6;6,2;4,2;5;130;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250CDI BERLINE BVM6 FAP;M10MCDVP781Y122;212J0S3M0IZAAB501;GO;non;11;150;M 6;6,3;4,3;5,1;133;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVM6;M10MCDVP781Y219;212J0S8M0JZAAB401;ES;non;11;135;M 6;9,9;5,7;7,2;168;0,254;0,03;0,025;;0,002;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVA7;M10MCDVP781Y255;212J0S8M0NZAAB422;ES;non;11;135;A 7;9,1;5,6;6,9;160;0,255;0,048;0,019;;0,003;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 300;E 300 CDI STATION WAGON BVA7 FAP;M10MCDVP781Y546;212KJ22GM0NZAAB502;GO;non;14;170;A 7;7,6;5,7;6,4;169;0,253;;0,154;0,19;0,001;1935;1935;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 350;E 350 STATION WAGON BVA7;M10MCDVP781Y607;212KJ2S6M0NZAEA522;ES;non;20;225;A 7;9,7;5,8;7,2;169;0,082;0,059;0,005;;0,001;1845;1845;715/2007*692/2008EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 CDI BERLINE BVA7 FAP;M10MCDVP781Z026;212J0S1M0NZAAB500;GO;non;7;100;A 7;6,3;4,4;5,1;134;0,06;;0,17;0,177;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 220;E 220 CDI BERLINE BVM6 FAP;M10MCDVP781Z062;212J0S2M0KZAAB501;GO;non;9;125;M 6;6,3;4,3;5,1;133;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 250;E 250CDI BERLINE BVM6 FAP;M10MCDVP781Z123;212J0S3M0IZAAB502;GO;non;11;150;M 6;6,6;4,6;5,3;139;0,21;;0,17;0,183;0;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 350;E 350 BERLINE BVA7;M10MCDVP781Z159;212J0S6M0NZAAA401;ES;non;19;225;A 7;9,5;5,4;6,9;161;0,082;0,059;0,005;;0,001;1735;1735;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVM6;M10MCDVP781Z220;212J0S8M0JZAAB402;ES;non;11;135;M 6;10;5,9;7,4;172;0,254;0,03;0,025;;0,002;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 200;E 200 BERLINE BVA7;M10MCDVP781Z256;212J0S8M0NZAAB442;ES;non;11;135;A 7;9,1;5,6;6,9;160;0,255;0,048;0,019;;0,003;1615;1615;715/2007*692/2008EURO5;;BERLINE;LUXE
MERCEDES-BENZ;CLASSE E;E 300;E 300 CDI STATION WAGON BVA7 FAP;M10MCDVP781Z547;212KJ22GM0NZAAB542;GO;non;14;170;A 7;7,6;5,7;6,4;169;0,253;;0,154;0,19;0,001;1935;1935;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE E;E 350;E 350 STATION WAGON BVA7;M10MCDVP781Z608;212KJ2S6M0NZAEB521;ES;non;20;225;A 7;9,7;5,8;7,2;168;0,082;0,059;0,005;;0,001;1845;1845;715/2007*692/2008EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE R;R 350;R 350 4MATIC COURT BVA7;M10MCDVP781Z644;251O259M1NZAAA500;ES;non;21;225;A 7;13,2;8,1;10;233;0,295;0,057;0,009;;0,003;2180;2180;715/2007*566/2011EURO5;;BREAK;LUXE
MERCEDES-BENZ;CLASSE SLK;SLK 350;SLK 350 BVA7;M10MCDVP8650281;172K4S6M0NZAAB200;ES;non;20;225;A 7;9,9;5,5;7,1;167;0,048;0,043;0,009;;0,001;1540;1540;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVA7;M10MCDVP8651282;172K4S7M0NZAAA200;ES;non;11;150;A 7;8,4;5;6,2;144;0,223;0,05;0,028;;0,003;1500;1500;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVA7;M10MCDVP8652283;172K4S7M0NZAAA211;ES;non;12;150;A 7;8,7;5,4;6,6;153;0,223;0,05;0,028;;0,003;1500;1500;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVA7;M10MCDVP8653284;172K4S7M0NZAAA221;ES;non;12;150;A 7;8,7;5,4;6,6;153;0,223;0,05;0,028;;0,003;1500;1500;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVA7;M10MCDVP8654285;172K4S7M0NZAAB200;ES;non;11;150;A 7;8,4;5;6,2;144;0,223;0,05;0,028;;0,003;1500;1500;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVA7;M10MCDVP8655286;172K4S7M0NZAAB211;ES;non;12;150;A 7;8,7;5,4;6,6;153;0,223;0,05;0,028;;0,003;1500;1500;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVA7;M10MCDVP8656287;172K4S7M0NZAAB221;ES;non;12;150;A 7;8,7;5,4;6,6;153;0,223;0,05;0,028;;0,003;1500;1500;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK;SLK 55 AMG BVA7;M10MCDVP8656312;172K474M0NZAAA200;ES;non;31;310;A 7;12;6,2;8,4;195;0,344;0,028;0,01;;0,001;1610;1610;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVM6;M10MCDVP8657288;172K4S8M0JZAAA200;ES;non;10;135;M 6;8,9;5;6,4;149;0,168;0,024;0,037;;0,001;1435;1435;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK;SLK 55 AMG BVA7;M10MCDVP8657313;172K474M0NZAAB200;ES;non;31;310;A 7;12;6,2;8,4;195;0,344;0,028;0,01;;0,001;1610;1610;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVM6;M10MCDVP8658289;172K4S8M0JZAAA211;ES;non;10;135;M 6;9,1;5,2;6,6;154;0,168;0,024;0,037;;0,001;1435;1435;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK;SLK 250 CDI BVA7 FAP;M10MCDVP8658314;172K4S3M0NZAAA200;GO;non;11;150;A 7;6,1;4,1;4,9;128;0,258;;0,135;0,156;0;1590;1590;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVM6;M10MCDVP8659290;172K4S8M0JZAAA212;ES;non;11;135;M 6;9,3;5,3;6,8;158;0,168;0,024;0,037;;0,001;1435;1435;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK;SLK 250 CDI BVA7 FAP;M10MCDVP8659315;172K4S3M0NZAAA210;GO;non;11;150;A 7;6,1;4,1;4,9;128;0,258;;0,135;0,156;0;1590;1590;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK;SLK 250 CDI BVA7 FAP;M10MCDVP865A316;172K4S3M0NZAAA211;GO;non;11;150;A 7;6,2;4,3;5;132;0,258;;0,135;0,156;0;1590;1590;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK;SLK 250 CDI BVA7 FAP;M10MCDVP865B317;172K4S3M0NZAAA221;GO;non;11;150;A 7;6,2;4,3;5;132;0,258;;0,135;0,156;0;1590;1590;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK;SLK 250 CDI BVA7 FAP;M10MCDVP865C318;172K4S3M0NZAAB200;GO;non;11;150;A 7;6,1;4,1;4,9;128;0,258;;0,135;0,156;0;1590;1590;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK;SLK 250 CDI BVA7 FAP;M10MCDVP865D319;172K4S3M0NZAAB210;GO;non;11;150;A 7;6,1;4,1;4,9;128;0,258;;0,135;0,156;0;1590;1590;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK;SLK 250 CDI BVA7 FAP;M10MCDVP865E320;172K4S3M0NZAAB211;GO;non;11;150;A 7;6,2;4,3;5;132;0,258;;0,135;0,156;0;1590;1590;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK;SLK 250 CDI BVA7 FAP;M10MCDVP865F321;172K4S3M0NZAAB221;GO;non;11;150;A 7;6,2;4,3;5;132;0,258;;0,135;0,156;0;1590;1590;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVM6;M10MCDVP865G322;172K4S7M0LZAAA200;ES;non;12;150;M 6;9,5;5,3;6,9;160;0,377;0,054;0,045;;0,002;1475;1475;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVM6;M10MCDVP865H323;172K4S7M0LZAAA211;ES;non;12;150;M 6;9,8;5,8;7,3;169;0,377;0,054;0,045;;0,002;1475;1475;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVM6;M10MCDVP865J324;172K4S7M0LZAAA221;ES;non;12;150;M 6;9,8;5,8;7,3;169;0,377;0,054;0,045;;0,002;1475;1475;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVM6;M10MCDVP865J325;172K4S7M0LZAAB200;ES;non;12;150;M 6;9,5;5,3;6,9;160;0,377;0,054;0,045;;0,002;1475;1475;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVM6;M10MCDVP865K326;172K4S7M0LZAAB211;ES;non;12;150;M 6;9,8;5,8;7,3;169;0,377;0,054;0,045;;0,002;1475;1475;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVM6;M10MCDVP865L291;172K4S8M0JZAAA222;ES;non;11;135;M 6;9,3;5,3;6,8;158;0,168;0,024;0,037;;0,001;1435;1435;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 250;SLK 250 BVM6;M10MCDVP865L327;172K4S7M0LZAAB221;ES;non;12;150;M 6;9,8;5,8;7,3;169;0,377;0,054;0,045;;0,002;1475;1475;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVM6;M10MCDVP865M292;172K4S8M0JZAAB200;ES;non;10;135;M 6;8,9;5;6,4;149;0,168;0,024;0,037;;0,001;1435;1435;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVM6;M10MCDVP865N293;172K4S8M0JZAAB211;ES;non;10;135;M 6;9,1;5,2;6,6;154;0,168;0,024;0,037;;0,001;1435;1435;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVM6;M10MCDVP865P294;172K4S8M0JZAAB212;ES;non;11;135;M 6;9,3;5,3;6,8;158;0,168;0,024;0,037;;0,001;1435;1435;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
MERCEDES-BENZ;CLASSE SLK;SLK 200;SLK 200 BVM6;M10MCDVP865P295;172K4S8M0JZAAB222;ES;non;11;135;M 6;9,3;5,3;6,8;158;0,168;0,024;0,037;;0,001;1435;1435;715/2007*566/2011EURO5;;CABRIOLET;SUPERIEURE
